Price,price
Ticker,SPY
Date,
2007-11-12,102.354248046875
2007-11-13,105.47404479980469
2007-11-14,105.18201446533203
2007-11-15,103.66486358642578
2007-11-16,103.84294128417969
2007-11-19,102.39704132080078
2007-11-20,103.02383422851562
2007-11-21,100.91548156738281
2007-11-23,102.6605453491211
2007-11-26,100.39555358886719
2007-11-27,101.5494384765625
2007-11-28,104.79740905761719
2007-11-29,104.83296966552734
2007-11-30,105.88716888427734
2007-12-03,105.18914031982422
2007-12-04,104.24893188476562
2007-12-05,105.9940414428711
2007-12-06,107.51115417480469
2007-12-07,107.48979949951172
2007-12-10,108.32321166992188
2007-12-11,105.35298156738281
2007-12-12,106.39290618896484
2007-12-13,106.17210388183594
2007-12-14,104.82587432861328
2007-12-17,103.33012390136719
2007-12-18,103.90702819824219
2007-12-19,103.90702819824219
2007-12-20,104.5623779296875
2007-12-21,106.06966400146484
2007-12-24,106.85729217529297
2007-12-26,107.0864486694336
2007-12-27,105.74024963378906
2007-12-28,105.47532653808594
2007-12-31,104.69481658935547
2008-01-02,103.77826690673828
2008-01-03,103.7281494140625
2008-01-04,101.18614959716797
2008-01-07,101.10018920898438
2008-01-08,99.46760559082031
2008-01-09,100.51304626464844
2008-01-10,101.17183685302734
2008-01-11,100.35550689697266
2008-01-14,101.16468811035156
2008-01-15,98.93772888183594
2008-01-16,98.08561706542969
2008-01-17,95.5435791015625
2008-01-18,94.56259155273438
2008-01-22,93.60309600830078
2008-01-23,95.85150909423828
2008-01-24,96.6606674194336
2008-01-25,95.26435089111328
2008-01-28,96.83965301513672
2008-01-29,97.31940460205078
2008-01-30,96.60334014892578
2008-01-31,98.36486053466797
2008-02-01,99.94737243652344
2008-02-04,98.68706512451172
2008-02-05,96.04483795166016
2008-02-06,95.27151489257812
2008-02-07,95.90160369873047
2008-02-08,95.28583526611328
2008-02-11,95.77274322509766
2008-02-12,96.6606674194336
2008-02-13,97.6488265991211
2008-02-14,96.78954315185547
2008-02-15,96.76802825927734
2008-02-19,97.04015350341797
2008-02-20,97.32659149169922
2008-02-21,96.51740264892578
2008-02-22,97.11174774169922
2008-02-25,98.33621978759766
2008-02-26,99.07377624511719
2008-02-27,98.9735107421875
2008-02-28,98.0068359375
2008-02-29,95.82288360595703
2008-03-03,95.59375762939453
2008-03-04,95.22854614257812
2008-03-05,95.83003234863281
2008-03-06,93.84651947021484
2008-03-07,92.87985229492188
2008-03-10,91.6554183959961
2008-03-11,94.94929504394531
2008-03-12,94.06139373779297
2008-03-13,94.2690200805664
2008-03-14,92.80824279785156
2008-03-17,91.87020874023438
2008-03-18,95.68681335449219
2008-03-19,93.31665802001953
2008-03-20,95.045166015625
2008-03-24,96.94493865966797
2008-03-25,97.03845977783203
2008-03-26,95.85107421875
2008-03-27,95.54884338378906
2008-03-28,94.63497924804688
2008-03-31,94.96601867675781
2008-04-01,98.304931640625
2008-04-02,98.36971282958984
2008-04-03,98.61434173583984
2008-04-04,98.50638580322266
2008-04-07,98.55683135986328
2008-04-08,98.45606994628906
2008-04-09,97.74366760253906
2008-04-10,97.88038635253906
2008-04-11,95.98060607910156
2008-04-14,95.65682983398438
2008-04-15,95.87991333007812
2008-04-16,98.4776611328125
2008-04-17,98.62158203125
2008-04-18,99.6506118774414
